cell_id,distil_ss,dn50_lm,is_gold,ngenes_modulated_dn_lm,ngenes_modulated_up_lm,pert_dose,pert_id,pert_iname,pert_time,sig_id,up50_lm
NEU,3.141038417816162,"['5289', '4232', '29763', '5359', '2113', '3383', '4067', '10610', '24149', '9128', '701', '596', '79143', '27336', '9961', '9801', '4208', '10451', '727', '5710', '2185', '4312', '9289', '6915', '1050', '7015', '4794', '57761', '79947', '5373', '7048', '5829', '1001', '11137', '55746', '10206', '5792', '2288', '55179', '5889', '8624', '8518', '23338', '91949', '9134', '10318', '11232', '808', '9928', '6461']",False,8,24,0.37037,BRD-A90490067,fulvestrant,24,DOSBIO001_NEU_24H:BRD-A90490067:0.37037,"['55127', '5891', '6696', '29911', '5583', '154', '2852', '874', '85377', '7905', '9124', '2896', '3162', '10245', '5627', '8996', '55033', '7398', '10652', '6909', '8553', '116832', '63933', '23365', '39', '4775', '1845', '5883', '10953', '2810', '23061', '1212', '80347', '54915', '1019', '5347', '79643', '23658', '51160', '51335', '1282', '9019', '93487', '5720', '23038', '2222', '6599', '9903', '23512', '57149']"
NEU,2.969721555709839,"['3066', '3416', '93487', '4893', '4582', '7153', '3988', '9270', '891', '998', '1050', '7027', '56940', '5566', '10610', '3682', '1445', '10818', '3486', '332', '23142', '3280', '310', '55011', '5971', '6194', '10670', '823', '2958', '2778', '1950', '4998', '5889', '5547', '51116', '10285', '9801', '5525', '9133', '10146', '10695', '91949', '23013', '3028', '55148', '22827', '23321', '23029', '51026', '10776']",False,14,15,10.0,BRD-A90490067,fulvestrant,24,DOSBIO002_NEU_24H:BRD-A90490067:10,"['10557', '7048', '976', '11200', '2852', '10049', '375346', '2769', '6813', '10270', '323', '4775', '55793', '8550', '50814', '664', '1802', '80746', '23038', '5108', '8800', '23139', '8895', '6597', '10451', '55825', '11188', '10057', '51282', '7158', '2767', '5909', '178', '16', '23097', '1153', '29082', '9261', '2887', '9112', '8204', '9712', '5019', '23499', '9289', '55818', '481', '9690', '8726', '10112']"
NEU,2.4179539680480957,"['1429', '5423', '102', '83743', '3162', '4925', '22809', '5927', '5048', '11168', '22827', '22934', '23210', '23647', '25932', '6777', '1026', '780', '10617', '55556', '1643', '5982', '1021', '8878', '332', '6390', '8869', '6657', '29937', '10059', '10606', '5777', '16', '6194', '10670', '1123', '4482', '9221', '9375', '2778', '11261', '56924', '10491', '1153', '26054', '10921', '1983', '388650', '79902', '10776']",False,4,13,3.33333,BRD-A90490067,fulvestrant,24,DOSBIO002_NEU_24H:BRD-A90490067:3.33333,"['2770', '899', '4850', '9833', '9703', '5583', '23443', '4208', '11200', '2954', '2896', '29916', '116832', '54957', '2048', '10681', '81533', '3909', '80746', '55012', '50814', '637', '9124', '8312', '4792', '51170', '10845', '27095', '10112', '2852', '9533', '54807', '2887', '63874', '8091', '29978', '89910', '10270', '9019', '10131', '6253', '211', '64080', '10276', '5993', '64781', '54205', '1647', '10782', '55699']"
NEU,3.028831958770752,"['5889', '6804', '8349', '6909', '79850', '808', '8202', '4067', '7048', '23077', '29763', '4690', '976', '30001', '6850', '1534', '10049', '9854', '9016', '3775', '9533', '6990', '3385', '11137', '23142', '81544', '10641', '10610', '148022', '51335', '5971', '54438', '9915', '51071', '9813', '91137', '22905', '8569', '79143', '10493', '8624', '5796', '388650', '7358', '2309', '22934', '91949', '51569', '8050', '55818']",True,10,17,1.11111,BRD-A90490067,fulvestrant,24,DOSBIO002_NEU_24H:BRD-A90490067:1.11111,"['10046', '23212', '8550', '5997', '840', '672', '10668', '23061', '5427', '1282', '1019', '3033', '51293', '10174', '836', '26020', '8996', '6839', '51160', '10797', '4172', '22908', '10652', '3486', '10362', '3988', '9270', '10038', '4925', '7494', '9246', '10973', '85377', '5721', '9019', '5715', '1950', '2037', '26292', '3280', '8091', '11284', '823', '79643', '7168', '57804', '29082', '10732', '595', '128']"
NEU,3.0138304233551025,"['10892', '83743', '23463', '1454', '207', '5050', '23326', '63874', '51719', '26511', '23386', '57178', '2048', '8804', '10962', '23224', '66008', '481', '23670', '5982', '3091', '3312', '4836', '8731', '25', '3775', '5423', '9805', '6812', '6657', '8869', '23013', '7159', '11325', '26054', '22827', '3508', '5900', '55748', '23142', '874', '9133', '51116', '3800', '55111', '2778', '57019', '5111', '9270', '8204']",False,12,11,0.37037,BRD-A90490067,fulvestrant,24,DOSBIO002_NEU_24H:BRD-A90490067:0.37037,"['4925', '3206', '6509', '1052', '8835', '1277', '5058', '1635', '3486', '3280', '54205', '51024', '23149', '9833', '310', '64422', '6909', '84617', '1282', '10695', '10898', '10285', '9801', '5720', '4780', '50865', '2037', '3909', '4609', '9126', '7358', '27095', '5925', '23097', '10450', '672', '94239', '1022', '644', '1616', '51203', '1956', '7168', '670', '27242', '9183', '3108', '29103', '1950', '1829']"
NPC,3.375324249267578,"['5829', '51293', '10398', '27242', '6193', '5373', '51015', '10221', '10775', '291', '7168', '1647', '3028', '5583', '5438', '10730', '4208', '6696', '8061', '11137', '91949', '39', '11232', '79080', '5111', '65057', '26136', '5603', '55748', '1906', '29082', '4931', '5300', '10273', '6622', '55012', '23029', '10318', '3682', '5054', '9093', '1465', '4609', '57019', '5985', '2597', '9988', '9801', '5223', '26064']",True,20,25,10.0,BRD-A90490067,fulvestrant,24,DOSBIO001_NPC_24H:BRD-A90490067:10,"['2624', '50813', '5255', '57048', '652', '23335', '23038', '80746', '10046', '6304', '55604', '23338', '22823', '6509', '6251', '2896', '4775', '2920', '51385', '5211', '9053', '55793', '154', '66008', '54438', '2548', '2042', '8851', '2770', '5627', '2625', '1616', '51160', '9928', '65123', '55837', '51282', '6659', '10954', '3206', '4925', '9289', '1062', '6342', '7690', '1829', '5108', '1759', '7852', '29978']"
NPC,3.476320266723633,"['124583', '1906', '3066', '55818', '4927', '5899', '25932', '6050', '23647', '11137', '5580', '581', '54881', '6709', '9112', '26511', '9448', '26064', '4609', '26001', '23499', '6622', '5438', '10318', '51382', '6696', '998', '51495', '8061', '56889', '51056', '10776', '3157', '23210', '6193', '6182', '1022', '51569', '1385', '7866', '10320', '39', '1398', '10730', '10273', '5300', '11007', '11031', '9128', '8518']",False,20,26,3.33333,BRD-A90490067,fulvestrant,24,DOSBIO001_NPC_24H:BRD-A90490067:3.33333,"['23212', '57048', '8444', '154', '2624', '874', '2852', '23338', '3800', '4638', '10046', '355', '9903', '2770', '9710', '23368', '55608', '6915', '9641', '4088', '9053', '23200', '9712', '5357', '8727', '80349', '23300', '55604', '1052', '57406', '3508', '5891', '3280', '10610', '10668', '6304', '63874', '1534', '6990', '51001', '823', '4851', '8800', '4067', '9842', '9455', '29978', '3597', '2810', '5627']"
NPC,3.3912580013275146,"['56654', '7852', '808', '55324', '5154', '2736', '1022', '10398', '3329', '10557', '51495', '6856', '7099', '3416', '1021', '84890', '1676', '4846', '11011', '581', '9133', '91949', '9448', '79902', '5111', '1861', '3312', '51056', '22934', '9270', '1983', '6193', '1027', '65057', '51382', '10146', '9637', '26511', '22827', '1738', '7106', '6622', '51026', '23499', '2597', '1385', '10730', '5529', '9093', '7358']",False,23,28,1.11111,BRD-A90490067,fulvestrant,24,DOSBIO001_NPC_24H:BRD-A90490067:1.11111,"['9641', '23536', '3206', '4616', '5927', '976', '79643', '2810', '8821', '3909', '54807', '51599', '9712', '5357', '23443', '4312', '1829', '3800', '3280', '23335', '5480', '79961', '8312', '4775', '9124', '843', '5720', '1870', '5641', '47', '3122', '10046', '1123', '622', '51005', '26036', '7048', '6793', '9710', '66008', '3385', '80204', '3300', '10450', '1846', '5889', '27095', '79073', '3398', '79170']"
NPC,2.5645952224731445,"['230', '4605', '55620', '823', '11007', '2887', '2817', '8202', '9491', '3964', '79080', '10810', '148022', '6850', '1534', '2624', '11142', '9670', '24149', '9128', '94239', '5986', '10489', '5927', '9270', '5580', '91949', '9702', '9847', '1870', '23149', '2353', '998', '79006', '5018', '29082', '6050', '2042', '5261', '637', '2064', '23210', '11168', '10049', '23223', '10146', '51015', '5111', '9093', '124583']",False,6,12,0.37037,BRD-A90490067,fulvestrant,24,DOSBIO001_NPC_24H:BRD-A90490067:0.37037,"['28969', '29911', '4850', '2048', '5357', '51385', '976', '25805', '9710', '10610', '25', '25966', '2908', '9488', '6915', '7905', '7485', '58472', '2195', '3303', '2770', '2852', '5747', '10668', '835', '5603', '10782', '8569', '1212', '55008', '991', '1052', '11073', '8851', '85236', '2920', '10057', '5257', '8243', '5720', '54505', '6117', '4851', '8726', '4482', '23300', '3925', '5925', '7158', '3682']"
NPC,4.564919948577881,"['5440', '9924', '22905', '3303', '22841', '3337', '8243', '39', '9650', '5547', '53343', '23325', '10810', '79071', '9738', '10329', '1845', '466', '9270', '9375', '55699', '58478', '10190', '5613', '54733', '80204', '7168', '6184', '4144', '11031', '11157', '9688', '1465', '23635', '3638', '1950', '23443', '91137', '57215', '1662', '6050', '9847', '8884', '23029', '29083', '9552', '5096', '9134', '9133', '4690']",False,42,39,10.0,BRD-A90490067,fulvestrant,24,DOSBIO002_NPC_24H:BRD-A90490067:10,"['1123', '4582', '25825', '29911', '58472', '4312', '178', '55604', '3398', '29763', '8553', '10668', '23536', '54442', '4616', '1643', '55793', '23368', '2624', '8870', '55008', '79961', '116832', '79174', '6304', '5716', '3725', '8900', '6342', '5891', '2736', '27109', '54957', '868', '8727', '51466', '387', '2017', '6659', '6714', '10898', '2810', '23338', '9053', '6603', '10112', '3693', '23588', '4125', '3978']"
NPC,3.581233501434326,"['9690', '4927', '5715', '10730', '54505', '7082', '8396', '9217', '3895', '23338', '7874', '2673', '7750', '80746', '5829', '1465', '50810', '22883', '22905', '5927', '4793', '11072', '1829', '11098', '83743', '30836', '5971', '8204', '1213', '2745', '2958', '9375', '7157', '4609', '5257', '64429', '4651', '30849', '9868', '11142', '23223', '5427', '3628', '6772', '9637', '3611', '998', '5347', '1662', '994']",False,14,24,3.33333,BRD-A90490067,fulvestrant,24,DOSBIO002_NPC_24H:BRD-A90490067:3.33333,"['4067', '1001', '874', '10329', '25966', '6793', '1643', '7376', '9712', '4638', '5588', '6342', '4851', '5357', '5583', '23038', '79174', '25805', '8270', '10641', '29103', '10845', '79170', '8900', '6275', '9467', '8996', '5438', '51719', '9710', '5108', '1677', '5359', '5743', '8569', '6810', '8349', '9531', '51385', '2063', '9170', '10123', '5909', '51056', '8318', '93594', '10245', '5366', '1027', '5261']"
NPC,2.860173463821411,"['5236', '5696', '54733', '5603', '23635', '63933', '6772', '11098', '998', '30836', '91137', '1429', '6709', '4891', '1445', '836', '2058', '64429', '5829', '10150', '5867', '11007', '831', '84159', '11261', '94239', '3638', '2908', '55699', '55256', '9217', '3416', '10695', '8624', '5880', '9133', '22905', '5900', '23097', '23499', '57178', '55012', '8914', '9134', '23522', '1022', '6832', '2042', '9093', '10362']",False,15,20,1.11111,BRD-A90490067,fulvestrant,24,DOSBIO002_NPC_24H:BRD-A90490067:1.11111,"['154', '55008', '9712', '22841', '2810', '9641', '116832', '79643', '3909', '85236', '51005', '3800', '6793', '8553', '5357', '8996', '2624', '55608', '23039', '1019', '2767', '823', '4200', '54386', '51719', '6509', '5019', '8324', '9112', '1759', '847', '8870', '695', '10845', '9531', '23338', '6443', '3033', '55825', '55837', '79174', '9710', '60493', '79143', '11000', '6714', '22887', '10049', '8318', '11188']"
NPC,3.005815029144287,"['4208', '8826', '1500', '23200', '23443', '3775', '27336', '6832', '5583', '8914', '9491', '6347', '4931', '9915', '51375', '23', '958', '701', '7082', '57406', '5796', '9488', '5777', '388650', '637', '24149', '11031', '57761', '16', '23335', '8624', '91949', '200734', '8884', '5829', '4232', '5321', '27242', '3312', '6772', '9270', '84617', '10776', '8204', '8050', '10730', '51382', '3157', '8518', '23014']",True,14,15,0.37037,BRD-A90490067,fulvestrant,24,DOSBIO002_NPC_24H:BRD-A90490067:0.37037,"['79643', '5880', '2624', '10273', '7048', '23212', '55620', '2852', '10451', '55825', '50810', '6813', '79947', '7905', '3033', '1643', '9686', '6812', '23210', '8996', '10227', '3028', '10668', '3800', '63933', '10969', '55038', '2548', '5627', '9181', '116832', '813', '2770', '4331', '4860', '22934', '80349', '2064', '8270', '5096', '899', '10099', '642', '23658', '8731', '5710', '983', '7159', '10434', '50865']"
PC3,3.4965062141418457,"['10962', '9270', '873', '8624', '5423', '874', '3033', '3028', '55127', '4609', '8204', '1848', '51026', '8574', '23224', '1212', '2288', '10434', '8826', '9183', '26520', '3251', '23210', '55699', '5710', '5110', '8895', '10146', '4282', '5440', '51203', '332', '6390', '84617', '6182', '1662', '6832', '5468', '1666', '6009', '3895', '23585', '51021', '4144', '6284', '9093', '1829', '27095', '5715', '5223']",False,31,22,10.0,BRD-A90490067,fulvestrant,24,ERG012_PC3_24H:BRD-A90490067-001-02-7:10,"['9854', '23212', '1870', '54541', '3553', '2597', '23338', '4793', '5613', '26227', '2042', '10765', '10818', '9695', '5607', '9917', '55620', '54386', '8800', '5366', '9217', '2058', '16', '3815', '1958', '3300', '22794', '5236', '54915', '1026', '230', '27032', '2852', '5058', '1677', '5982', '3508', '23271', '22905', '23635', '1831', '6616', '55818', '1978', '4850', '10245', '1277', '7466', '9181', '5997']"
PC3,4.904416084289551,"['2745', '200734', '4172', '7264', '85236', '5111', '9688', '1846', '10953', '29937', '9531', '27336', '4609', '5997', '10146', '10589', '874', '10237', '16', '994', '54733', '501', '1398', '1509', '5223', '8607', '6182', '10190', '58478', '813', '5018', '4144', '3895', '5092', '55256', '23224', '10797', '23210', '10273', '27095', '1738', '351', '5829', '5715', '84617', '8574', '23658', '2778', '1983', '5300']",False,49,41,2.0,BRD-A90490067,fulvestrant,24,ERG012_PC3_24H:BRD-A90490067-001-02-7:2,"['10681', '8800', '4303', '6657', '695', '7538', '5607', '1677', '868', '7099', '7849', '835', '1635', '256364', '5777', '6777', '80212', '5927', '3108', '5058', '23139', '4200', '23378', '4794', '80746', '57149', '2048', '2625', '5290', '79170', '5588', '25', '7157', '8573', '3383', '840', '2184', '1870', '50865', '7074', '672', '47', '6915', '6347', '57192', '9712', '7852', '102', '3964', '3480']"
PC3,3.761418342590332,"['3553', '4016', '9276', '8061', '5710', '2958', '6856', '6195', '10007', '5440', '3315', '351', '2961', '10606', '22796', '3329', '79006', '5716', '85236', '10450', '8985', '79850', '11065', '11011', '22827', '8607', '56889', '10221', '51070', '7165', '813', '16', '8878', '5985', '51382', '29083', '8870', '10652', '51719', '831', '10434', '58533', '51635', '26292', '3157', '27095', '26136', '5708', '9448', '39']",False,31,28,0.4,BRD-A90490067,fulvestrant,24,ERG012_PC3_24H:BRD-A90490067-001-02-7:0.4,"['23635', '1958', '8396', '1870', '8720', '54807', '1021', '2690', '22841', '57192', '9854', '596', '79643', '9641', '4208', '5588', '23139', '55556', '51005', '54438', '10298', '23077', '80212', '8321', '55604', '54505', '27032', '7852', '2625', '79170', '23131', '10451', '6714', '54623', '6304', '10954', '10810', '5257', '29911', '50813', '5827', '9455', '1153', '10013', '2048', '10329', '10765', '6347', '348', '4776']"
PC3,4.817025184631348,"['8204', '9128', '6117', '23014', '23161', '2131', '965', '3303', '1398', '644', '5092', '8061', '6856', '55748', '10131', '1891', '3157', '994', '26136', '1509', '10589', '5440', '9183', '10237', '23512', '1212', '1846', '1666', '26292', '51635', '211', '23029', '3312', '51001', '8607', '3895', '55256', '22908', '5223', '9531', '23326', '5829', '22827', '891', '3682', '6009', '6194', '3033', '60528', '55127']",False,66,44,0.08,BRD-A90490067,fulvestrant,24,ERG012_PC3_24H:BRD-A90490067-001-02-7:0.08,"['4776', '7043', '10962', '10013', '55608', '843', '4791', '80212', '3454', '55556', '4846', '9833', '3480', '4794', '4200', '148022', '23335', '2736', '672', '5607', '596', '7874', '1870', '2852', '9143', '23410', '3108', '10451', '2542', '9289', '5106', '958', '23378', '25966', '5211', '5359', '79947', '1026', '3398', '8726', '9467', '23670', '256364', '5925', '57406', '11325', '79170', '3383', '5054', '8800']"
PC3,2.994277000427246,"['2048', '5782', '8800', '23149', '23223', '3206', '466', '5048', '6709', '10329', '5627', '26511', '5110', '9134', '3033', '2908', '64422', '9212', '11031', '6390', '3611', '2852', '8884', '5699', '11041', '55008', '4200', '51635', '2113', '998', '27244', '4043', '642', '8318', '51382', '57019', '10049', '8480', '79850', '7867', '23142', '5255', '23636', '29082', '23658', '5529', '8508', '51026', '79902', '51056']",False,12,15,10.0,BRD-A90490067,fulvestrant,24,ERG015_PC3_24H:BRD-A90490067-001-02-7:10,"['3398', '50810', '23139', '6915', '79600', '7852', '3800', '10320', '6714', '7074', '9903', '5347', '3815', '899', '5583', '54541', '10797', '10732', '9833', '25793', '54850', '26227', '29103', '9988', '7849', '9805', '3157', '2736', '5925', '54438', '5467', '7157', '8553', '23300', '5331', '8895', '3486', '392', '4088', '595', '3300', '9467', '23013', '3482', '5427', '9702', '9112', '7690', '5997', '4016']"
PC3,2.9611756801605225,"['4794', '7157', '3156', '4312', '348', '55746', '3964', '2896', '6275', '1647', '5788', '2886', '10398', '9170', '64781', '10668', '4776', '79094', '84159', '8243', '6696', '5747', '57761', '6253', '1399', '727', '200734', '9702', '5255', '8349', '501', '55011', '2778', '26520', '22827', '7165', '6597', '51001', '5287', '22934', '85236', '84617', '2597', '51635', '55699', '960', '7866', '79080', '5300', '9093']",False,20,21,2.0,BRD-A90490067,fulvestrant,24,ERG015_PC3_24H:BRD-A90490067-001-02-7:2,"['10557', '8324', '8312', '55837', '57192', '5777', '11325', '3553', '55604', '6599', '9712', '80204', '11073', '79961', '2042', '23463', '1802', '5986', '840', '1052', '2017', '23212', '30', '323', '10962', '25805', '7485', '10451', '58478', '8895', '2771', '8727', '5019', '949', '4836', '4154', '9688', '1738', '2553', '9183', '5357', '1021', '10857', '5468', '1662', '9221', '23443', '57147', '1958', '5111']"
